"product_name","is_he","switch_type","layout","review"
"Giga Weaver Elite",False,"Brown","Full","{""username"": ""GeekyGamer891_a141"", ""review_details"": ""Accidentally actuating keys too often. I chose the Brown switches and I'm not impressed. Several issues right out of the box. Noticeable case ping. Save your money.""}"
"Cyber Shift Mini",True,"Clear",60,"{""username"": ""AngryWriter290_1ce2"", ""review_details"": ""Really miss having a dedicated numpad. The 60 layout is interesting. RGB lighting is dim. One star.""}"
"Lunar Raptor XT",True,"Jade","TKL","{""username"": ""SwiftCat295_95d6"", ""review_details"": ""The smoothness of these magnetic switches is unparalleled. Using the Jade switches takes some getting used to. Good for the price, but not perfect. Took some time to get used to the layers. The TKL layout is interesting. Braided cable is a nice touch.""}"
"Quantum Raptor Alpha","","Clear",100,"{""username"": ""AngryFox781_919d"", ""review_details"": ""Having dedicated arrow keys is essential for me. The 100 layout is interesting. RGB lighting is vibrant and customizable. Mixed feelings about this one.""}"
"Hyper Blaze Omega",0,"Black",100,"{""username"": ""SwiftCoder551_d6b6"", ""review_details"": ""Spring ping is quite noticeable. I chose the Black switches and I'm not impressed. Stabilizers rattle quite a bit, especially the spacebar. Regretting this buy. Very frustrating experience. Having dedicated arrow keys is essential for me. The 100 layout is interesting.""}"
"Stealth Spectre Max",0,"Silver",75,"{""username"": ""AngryPanda439_cdef"", ""review_details"": ""Really miss having a dedicated numpad. The 75 layout is interesting. Using the Silver switches takes some getting used to. An average mechanical keyboard experience. It's decent, but keep your expectations in check.""}"
"Giga Raptor Max 149",True,"Silver","80%","{""username"": ""GeekyTypist809_1c33"", ""review_details"": ""Stabilizers rattle quite a bit, especially the spacebar. One star. Really miss having a dedicated numpad. The 80% layout is interesting. Feels cheap and unreliable. The smoothness of these magnetic switches is unparalleled. Mushy feeling, lacks crispness. I chose the Silver switches and I'm not impressed.""}"
"Shadow Raptor Lite","","Silver","75%","{""username"": ""AngryNinja250_5d50"", ""review_details"": ""Had high hopes, but it fell short. Accidentally actuating keys too often. I chose the Silver switches and I'm not impressed. Noticeable case ping. Standard layout makes finding keycaps easy. The 75% layout is interesting. Would not recommend this keyboard.""}"
"Mech Blaze Air 523",False,"Silent Black",100,"{""username"": ""SilentCoder384_8136"", ""review_details"": ""Having dedicated arrow keys is essential for me. The 100 layout is interesting. Absolutely love this keyboard! Definitely worth the money. Keycaps have a nice texture. Satisfyingly clicky sound! The Silent Black switches are particularly good.""}"
"Quantum Core Elite 665",1,"White","75%","{""username"": ""SleepyNinja484_e889"", ""review_details"": ""Really miss having a dedicated numpad. The 75% layout is interesting. Heavy and sturdy, doesn't slide around. Three stars - average.""}"
"Stellar Shift X 709",1,"Silent Black",100,"{""username"": ""ProNinja756_5cb6"", ""review_details"": ""Low actuation force is comfortable. The Silent Black switches are particularly good. Stabilizers rattle quite a bit, especially the spacebar. You get what you pay for.""}"
"Aura Raptor V2",False,"Clear","TKL","{""username"": ""CasualPanda159_bc1b"", ""review_details"": ""Exceeded my expectations! Braided cable is a nice touch. Low actuation force is comfortable. The Clear switches are particularly good. My new daily driver. Standard layout makes finding keycaps easy. The TKL layout is interesting.""}"
"Nova Striker SE",0,"Red",96,"{""username"": ""SilentPanda904_f677"", ""review_details"": ""Returning this immediately. Noticeable case ping. Regretting this buy. Spring ping is quite noticeable. I chose the Red switches and I'm not impressed.""}"
"Arctic Spectre XT",True,"Navy","Full","{""username"": ""ProPanda288_093b"", ""review_details"": ""Stabilizers rattle quite a bit, especially the spacebar. Accidentally actuating keys too often. I chose the Navy switches and I'm not impressed. Standard layout makes finding keycaps easy. The Full layout is interesting. Look elsewhere if you value quality.""}"
"Nova Blaze Omega",True,"Black",65,"{""username"": ""GeekyTypist204_623e"", ""review_details"": ""RGB lighting is vibrant and customizable. Took some time to get used to the layers. The 65 layout is interesting. The smoothness of these magnetic switches is unparalleled. Perfect tactility for typing. The Black switches are particularly good.""}"
"Stellar Blaze Elite",0,"Navy","TKL","{""username"": ""CleverTypist852_1d6b"", ""review_details"": ""Switches feel scratchy. I chose the Navy switches and I'm not impressed. Quite disappointed with this purchase. The plastic body feels a bit cheap. Very frustrating experience. Took some time to get used to the layers. The TKL layout is interesting.""}"
"Nova Striker Alpha 987",False,"Black","60%","{""username"": ""ProDev663_07a6"", ""review_details"": ""Good entry-level option maybe. It's an okay keyboard, does the job. Standard layout makes finding keycaps easy. The 60% layout is interesting. Consistent keypresses across the board. The Black switches are particularly good. Stabilizers rattle quite a bit, especially the spacebar.""}"
"Quantum Byte X",0,"Orange",60,"{""username"": ""SilentDev584_12f4"", ""review_details"": ""Having dedicated arrow keys is essential for me. The 60 layout is interesting. Mixed feelings about this one. Using the Orange switches takes some getting used to.""}"
"Cyber Pulse X",0,"Orange","100%","{""username"": ""SleepyWriter502_47ad"", ""review_details"": ""Five stars! Consistent keypresses across the board. The Orange switches are particularly good. Incredible value for the price.""}"
"Cyber Spectre Alpha",False,"White",80,"{""username"": ""WiredDev416_40c4"", ""review_details"": ""Stabilizers rattle quite a bit, especially the spacebar. Too loud for an office environment. I chose the White switches and I'm not impressed. Perfect balance between size and functionality. The 80 layout is interesting.""}"
"Stealth Forge Omega",0,"Yellow","65%","{""username"": ""HappyNinja279_c881"", ""review_details"": ""Save your money. Having dedicated arrow keys is essential for me. The 65% layout is interesting. Non-detachable cable is inconvenient. Feels cheap and unreliable.""}"
"Lunar Phantom V2","","Green",96,"{""username"": ""CleverTypist792_8cd5"", ""review_details"": ""Three stars - average. Consistent keypresses across the board. The Green switches are particularly good. Standard layout makes finding keycaps easy. The 96 layout is interesting. Good for the price, but not perfect.""}"
"Hyper Byte V2 376",False,"Clear","60%","{""username"": ""AngryFox38_9f76"", ""review_details"": ""The compact layout saves so much desk space. The 60% layout is interesting. Mushy feeling, lacks crispness. I chose the Clear switches and I'm not impressed. Save your money.""}"
"Shadow Pulse XT",1,"Brown","Full","{""username"": ""CasualCat793_4a17"", ""review_details"": ""Satisfyingly clicky sound! The Brown switches are particularly good. The compact layout saves so much desk space. The Full layout is interesting. Five stars!""}"
"Aura Raptor Omega",True,"Orange","80%","{""username"": ""SwiftCat496_0f09"", ""review_details"": ""My new daily driver. The smoothness of these magnetic switches is unparalleled. The aluminum case feels very premium.""}"
"Hyper Striker Elite","","Yellow",60,"{""username"": ""CleverBear537_ba27"", ""review_details"": ""Really miss having a dedicated numpad. The 60 layout is interesting. Spring ping is quite noticeable. I chose the Yellow switches and I'm not impressed. Quite disappointed with this purchase. Stabilizers rattle quite a bit, especially the spacebar. Very frustrating experience.""}"
"Lunar Drift Omega",1,"Silent Red","100%","{""username"": ""GeekyWriter831_339d"", ""review_details"": ""The plastic body feels a bit cheap. Several issues right out of the box. Would not recommend this keyboard. Keypresses feel inconsistent. I chose the Silent Red switches and I'm not impressed.""}"
"Nova Forge Max",True,"Silent Black","60%","{""username"": ""SleepyWriter392_58b0"", ""review_details"": ""The compact layout saves so much desk space. The 60% layout is interesting. Good for the price, but not perfect. It's decent, but keep your expectations in check. Satisfyingly clicky sound! The Silent Black switches are particularly good.""}"
"Hyper Core X",1,"Red",60,"{""username"": ""ProBear587_0fc8"", ""review_details"": ""Incredible value for the price. Definitely worth the money. Linear switches are great for gaming. The Red switches are particularly good. Took some time to get used to the layers. The 60 layout is interesting. Braided cable is a nice touch.""}"
"Quantum Drift Elite 731",False,"Silent Black",100,"{""username"": ""AngryTypist187_fab9"", ""review_details"": ""An average mechanical keyboard experience. Really miss having a dedicated numpad. The 100 layout is interesting. Three stars - average.""}"
"Quantum Pulse Pro",0,"Clear",100,"{""username"": ""SleepyCoder786_7871"", ""review_details"": ""The compact layout saves so much desk space. The 100 layout is interesting. Definitely worth the money. Solid build quality and performance. Keycaps have a nice texture.""}"
"Stellar Raptor Omega 897",False,"Silver","Full","{""username"": ""ProBear611_0ced"", ""review_details"": ""Consistent keypresses across the board. The Silver switches are particularly good. Perfect balance between size and functionality. The Full layout is interesting. Keycaps have a nice texture. Absolutely love this keyboard!""}"
"Arctic Raptor Mini",0,"Red",75,"{""username"": ""ProDev790_0601"", ""review_details"": ""The plastic body feels a bit cheap. Having dedicated arrow keys is essential for me. The 75 layout is interesting. One star.""}"
"Stealth Pulse Max 947",1,"Orange","75%","{""username"": ""GeekyGamer805_13c7"", ""review_details"": ""RGB lighting is vibrant and customizable. My new daily driver. Incredible value for the price. Satisfyingly clicky sound! The Orange switches are particularly good.""}"
"Lunar Spectre V2",False,"Silent Black","60%","{""username"": ""AngryPanda888_eda0"", ""review_details"": ""Satisfyingly clicky sound! The Silent Black switches are particularly good. Mixed feelings about this one. Good entry-level option maybe.""}"
"Giga Weaver Elite 730",0,"Brown","96%","{""username"": ""SwiftGamer819_8eb0"", ""review_details"": ""Stabilizers are surprisingly good, minimal rattle. Definitely worth the money. The compact layout saves so much desk space. The 96% layout is interesting. A joy to type on every day.""}"
